	fopt	sample	xopt
0	1.90865101501e-11	cei	{'a': 0.0, 'c': 1.0, 'b': 0.0, 'e': 1.0, 'd': 0.0, 'g': 0.0, 'f': 0.0, 'i': 1.0, 'h': 0.0, 'j': 0.0}
0	100.414223295	cej	{'a': 0.0, 'c': 0.987305362418467, 'b': 0.0, 'e': 1.0, 'd': 0.01891437618874718, 'g': 0.0011125334868343018, 'f': 0.0, 'i': 0.0, 'h': 0.0, 'j': 1.0}
0	1.95896632249e-11	cfg	{'a': 0.0, 'c': 1.0, 'b': 0.0, 'e': 0.0, 'd': 0.0, 'g': 1.0, 'f': 1.0, 'i': 0.0, 'h': 0.0, 'j': 0.0}
0	17.6968106114	cfh	{'a': 0.0, 'c': 0.9640903761360781, 'b': 0.0004695976396073085, 'e': 0.0, 'd': 0.0, 'g': 0.0, 'f': 0.9614279126041808, 'i': 0.0, 'h': 0.9672044259636507, 'j': 0.0}
0	1.86000104208e-11	cfi	{'a': 0.0, 'c': 1.0, 'b': 0.0, 'e': 0.0, 'd': 0.0, 'g': 0.0, 'f': 1.0, 'i': 1.0, 'h': 0.0, 'j': 0.0}
0	1.90973903358e-11	cfj	{'a': 0.0, 'c': 1.0, 'b': 0.0, 'e': 0.0, 'd': 0.0, 'g': 0.0, 'f': 1.0, 'i': 0.0, 'h': 0.0, 'j': 1.0}
0	5.09773241992	cgh	{'a': 0.0, 'c': 1.0, 'b': 0.0, 'e': 0.0, 'd': 0.0, 'g': 1.0, 'f': 0.0, 'i': 0.0, 'h': 0.9985214532346738, 'j': 0.0}
0	1.89070981094e-11	cgi	{'a': 0.0, 'c': 1.0, 'b': 0.0, 'e': 0.0, 'd': 0.0, 'g': 1.0, 'f': 0.0, 'i': 1.0, 'h': 0.0, 'j': 0.0}
0	1.91473503719e-11	cgj	{'a': 0.0, 'c': 1.0, 'b': 0.0, 'e': 0.0, 'd': 0.0, 'g': 1.0, 'f': 0.0, 'i': 0.0, 'h': 0.0, 'j': 1.0}
0	1.86912707534e-11	chi	{'a': 0.0, 'c': 1.0, 'b': 0.0, 'e': 0.0, 'd': 0.0, 'g': 0.0, 'f': 0.0, 'i': 1.0, 'h': 1.0, 'j': 0.0}
0	1.97279970138e-11	chj	{'a': 0.0, 'c': 1.0, 'b': 0.0, 'e': 0.0, 'd': 0.0, 'g': 0.0, 'f': 0.0, 'i': 0.0, 'h': 1.0, 'j': 1.0}
0	31.1145329867	cij	{'a': 0.0, 'c': 0.7681068186310666, 'b': 0.0, 'e': 0.0, 'd': 0.0, 'g': 0.0, 'f': 0.0, 'i': 0.7702006248237591, 'h': 0.004596606847731696, 'j': 0.767679821522519}
0	23.3467950806	def	{'a': 0.0, 'c': 0.0, 'b': 0.004383337109335434, 'e': 0.9983049669193683, 'd': 1.0, 'g': 0.0, 'f': 1.0, 'i': 0.0, 'h': 0.0, 'j': 0.0}
0	1.8873569374e-11	deg	{'a': 0.0, 'c': 0.0, 'b': 0.0, 'e': 1.0, 'd': 1.0, 'g': 1.0, 'f': 0.0, 'i': 0.0, 'h': 0.0, 'j': 0.0}
0	1.86270998626e-11	deh	{'a': 0.0, 'c': 0.0, 'b': 0.0, 'e': 1.0, 'd': 1.0, 'g': 0.0, 'f': 0.0, 'i': 0.0, 'h': 1.0, 'j': 0.0}
0	18.0500354022	dei	{'a': 0.0005807095750029565, 'c': 0.0009889825755360752, 'b': 0.0, 'e': 1.0, 'd': 1.0, 'g': 0.0, 'f': 0.0031162974071448166, 'i': 1.0, 'h': 0.0, 'j': 0.0}
0	7.36519004346	dej	{'a': 0.0, 'c': 0.0, 'b': 0.0, 'e': 0.9664809065021341, 'd': 0.9681199311605416, 'g': 0.0, 'f': 0.0, 'i': 0.0, 'h': 0.0, 'j': 0.9658095061357765}
0	4.39131267873	dfg	{'a': 0.0, 'c': 0.0001707060031487495, 'b': 0.0, 'e': 0.0, 'd': 0.8813842934608415, 'g': 0.8807029138379918, 'f': 0.881953709224907, 'i': 0.0, 'h': 0.0, 'j': 0.0}
0	9.52243228425	dfh	{'a': 0.0, 'c': 0.0, 'b': 0.0, 'e': 0.0, 'd': 0.7071904867964381, 'g': 0.0, 'f': 0.7090200506266167, 'i': 0.0, 'h': 0.7093054355963118, 'j': 0.0}
0	1.89688265095e-11	dfi	{'a': 0.0, 'c': 0.0, 'b': 0.0, 'e': 0.0, 'd': 1.0, 'g': 0.0, 'f': 1.0, 'i': 1.0, 'h': 0.0, 'j': 0.0}
0	33.7735516976	dfj	{'a': 0.0, 'c': 0.0, 'b': 0.0, 'e': 0.0, 'd': 0.7925465544670589, 'g': 0.0, 'f': 0.7874766079590992, 'i': 0.0, 'h': 0.0, 'j': 0.7966273959611747}
0	9.01802978769	dgh	{'a': 0.0, 'c': 0.0, 'b': 0.0, 'e': 0.0, 'd': 0.8754871201281091, 'g': 0.8744613181231855, 'f': 0.0, 'i': 0.0, 'h': 0.8728176826974592, 'j': 0.0}
0	27.8327331933	dgi	{'a': 0.0, 'c': 0.0, 'b': 0.0, 'e': 0.0, 'd': 0.9475273065331707, 'g': 0.9452049654630572, 'f': 0.0, 'i': 0.9390053871578651, 'h': 0.0, 'j': 0.0}
0	53.471568797	dgj	{'a': 0.010399068651309098, 'c': 0.0, 'b': 0.0, 'e': 0.0, 'd': 0.9965445031804325, 'g': 1.0, 'f': 0.0, 'i': 0.0, 'h': 0.0, 'j': 1.0}
0	32.6000459925	dhi	{'a': 0.00023616648426463317, 'c': 0.0, 'b': 0.0, 'e': 0.0, 'd': 0.8953411152512241, 'g': 0.0, 'f': 0.0, 'i': 0.904453654067033, 'h': 0.8967711604566306, 'j': 0.0}
0	56.1061635398	dhj	{'a': 0.0, 'c': 0.0, 'b': 0.0, 'e': 0.0, 'd': 0.9352994316659642, 'g': 0.0, 'f': 0.0, 'i': 0.0, 'h': 0.9356471802050347, 'j': 0.9506727960286551}
0	200.481971821	dij	{'a': 0.019675033360532182, 'c': 0.0, 'b': 0.0, 'e': 0.0, 'd': 0.9194618076153895, 'g': 0.0, 'f': 0.00010594964609661126, 'i': 0.9208888388822671, 'h': 0.0, 'j': 0.9664758894689206}
0	364.804554201	efg	{'a': 0.0, 'c': 0.0, 'b': 0.0019193718763637763, 'e': 0.9654974791618723, 'd': 0.0, 'g': 0.9005564116921747, 'f': 1.0, 'i': 0.023814128343814488, 'h': 0.0, 'j': 0.018931428013598924}
0	1.93187688069e-11	efh	{'a': 0.0, 'c': 0.0, 'b': 0.0, 'e': 1.0, 'd': 0.0, 'g': 0.0, 'f': 1.0, 'i': 0.0, 'h': 1.0, 'j': 0.0}
0	1.926925286e-11	efi	{'a': 0.0, 'c': 0.0, 'b': 0.0, 'e': 1.0, 'd': 0.0, 'g': 0.0, 'f': 1.0, 'i': 1.0, 'h': 0.0, 'j': 0.0}
0	105.049455924	efj	{'a': 0.0, 'c': 0.0, 'b': 0.0, 'e': 0.9502455457136336, 'd': 0.0, 'g': 0.0, 'f': 0.9533246401497775, 'i': 0.005094696944434231, 'h': 0.0, 'j': 0.9792883789209159}
0	25.2397188989	egh	{'a': 0.0, 'c': 0.0, 'b': 0.0, 'e': 0.9696495599324808, 'd': 0.0, 'g': 0.9775235406979932, 'f': 0.0, 'i': 0.0, 'h': 0.9719030253995604, 'j': 0.0}
0	1.90651938681e-11	egi	{'a': 0.0, 'c': 0.0, 'b': 0.0, 'e': 1.0, 'd': 0.0, 'g': 1.0, 'f': 0.0, 'i': 1.0, 'h': 0.0, 'j': 0.0}
0	19.8053528935	egj	{'a': 0.0, 'c': 0.0, 'b': 0.0, 'e': 0.9186390890182108, 'd': 0.0, 'g': 0.9134988188034237, 'f': 0.0, 'i': 0.0, 'h': 0.0, 'j': 0.9136088389636415}
0	7.4061996073	ehi	{'a': 0.0, 'c': 0.0, 'b': 0.0, 'e': 1.0, 'd': 0.0, 'g': 0.0, 'f': 0.0, 'i': 1.0, 'h': 0.9978747449056979, 'j': 0.0}
0	132.03779254	ehj	{'a': 0.0, 'c': 0.0, 'b': 0.0, 'e': 0.9957435124161168, 'd': 0.0018192652586317532, 'g': 0.0, 'f': 0.01608056481239794, 'i': 0.0017212055063565053, 'h': 0.9632568178918426, 'j': 0.9798635255644997}
0	1.94730898073e-11	eij	{'a': 0.0, 'c': 0.0, 'b': 0.0, 'e': 1.0, 'd': 0.0, 'g': 0.0, 'f': 0.0, 'i': 1.0, 'h': 0.0, 'j': 1.0}
0	26.4141122747	fgh	{'a': 0.0, 'c': 0.0, 'b': 0.0, 'e': 0.0, 'd': 0.0, 'g': 0.8596377008930818, 'f': 0.8600989241914759, 'i': 0.0, 'h': 0.8547331466186097, 'j': 0.002867150661760456}
0	1.90403248723e-11	fgi	{'a': 0.0, 'c': 0.0, 'b': 0.0, 'e': 0.0, 'd': 0.0, 'g': 1.0, 'f': 1.0, 'i': 1.0, 'h': 0.0, 'j': 0.0}
0	5.08934810358	fgj	{'a': 0.0, 'c': 0.0, 'b': 0.0, 'e': 0.0, 'd': 0.0, 'g': 0.9983566974908729, 'f': 0.9987561522809626, 'i': 0.0, 'h': 0.0, 'j': 1.0}
0	7.90798779047	fhi	{'a': 0.0, 'c': 0.0, 'b': 0.0, 'e': 0.0, 'd': 0.0, 'g': 0.0, 'f': 0.9918264378358744, 'i': 0.9928800463500722, 'h': 0.9938612554196657, 'j': 0.0010301267961898464}
0	24.7215963808	fhj	{'a': 0.0, 'c': 0.0, 'b': 0.0, 'e': 0.0, 'd': 0.0, 'g': 0.0, 'f': 0.8721231079053445, 'i': 0.0, 'h': 0.8748229034472228, 'j': 0.8793961757303989}
0	1.92628135665e-11	fij	{'a': 0.0, 'c': 0.0, 'b': 0.0, 'e': 0.0, 'd': 0.0, 'g': 0.0, 'f': 1.0, 'i': 1.0, 'h': 0.0, 'j': 1.0}
0	12.8371202739	ghi	{'a': 0.00031666727133625346, 'c': 0.0, 'b': 0.0, 'e': 0.0, 'd': 0.0, 'g': 0.9808680491111876, 'f': 0.0, 'i': 0.9784152071694986, 'h': 0.9826474964560039, 'j': 0.0}
0	76.3965517535	ghj	{'a': 0.0, 'c': 0.0024133854838415854, 'b': 0.0, 'e': 0.0, 'd': 0.0, 'g': 0.9807969566448457, 'f': 0.0, 'i': 0.0, 'h': 1.0, 'j': 0.9766247380409591}
0	18.7929365605	gij	{'a': 0.0, 'c': 0.0, 'b': 0.0, 'e': 0.0, 'd': 0.00047087685148483756, 'g': 0.8432018103033692, 'f': 0.0, 'i': 0.8480509086617566, 'h': 0.0, 'j': 0.8474006050589071}
0	1.87727611234e-11	hij	{'a': 0.0, 'c': 0.0, 'b': 0.0, 'e': 0.0, 'd': 0.0, 'g': 0.0, 'f': 0.0, 'i': 1.0, 'h': 1.0, 'j': 1.0}
